Date,Province/State,Country/Region,Confirmed
1/22/20,,Afghanistan,0
1/23/20,,Afghanistan,0
1/24/20,,Afghanistan,0
1/25/20,,Afghanistan,0
1/26/20,,Afghanistan,0
1/27/20,,Afghanistan,0
1/28/20,,Afghanistan,0
1/29/20,,Afghanistan,0
1/30/20,,Afghanistan,0
1/31/20,,Afghanistan,0
2/1/20,,Afghanistan,0
2/10/20,,Afghanistan,0
2/11/20,,Afghanistan,0
2/12/20,,Afghanistan,0
2/13/20,,Afghanistan,0
2/14/20,,Afghanistan,0
2/15/20,,Afghanistan,0
2/16/20,,Afghanistan,0
2/17/20,,Afghanistan,0
2/18/20,,Afghanistan,0
2/19/20,,Afghanistan,0
2/2/20,,Afghanistan,0
2/20/20,,Afghanistan,0
2/21/20,,Afghanistan,0
2/22/20,,Afghanistan,0
2/23/20,,Afghanistan,0
2/24/20,,Afghanistan,0
2/25/20,,Afghanistan,0
2/26/20,,Afghanistan,0
2/27/20,,Afghanistan,0
2/28/20,,Afghanistan,0
2/29/20,,Afghanistan,0
2/3/20,,Afghanistan,0
2/4/20,,Afghanistan,0
2/5/20,,Afghanistan,0
2/6/20,,Afghanistan,0
2/7/20,,Afghanistan,0
2/8/20,,Afghanistan,0
2/9/20,,Afghanistan,0
3/1/20,,Afghanistan,0
3/10/20,,Afghanistan,0
3/11/20,,Afghanistan,0
3/12/20,,Afghanistan,0
3/13/20,,Afghanistan,0
3/14/20,,Afghanistan,0
3/15/20,,Afghanistan,0
3/16/20,,Afghanistan,0
3/17/20,,Afghanistan,0
3/18/20,,Afghanistan,0
3/19/20,,Afghanistan,0
3/2/20,,Afghanistan,0
3/20/20,,Afghanistan,0
3/21/20,,Afghanistan,0
3/22/20,,Afghanistan,1
3/23/20,,Afghanistan,1
3/24/20,,Afghanistan,1
3/25/20,,Afghanistan,2
3/26/20,,Afghanistan,4
3/27/20,,Afghanistan,4
3/28/20,,Afghanistan,4
3/29/20,,Afghanistan,4
3/3/20,,Afghanistan,0
3/30/20,,Afghanistan,4
3/31/20,,Afghanistan,4
3/4/20,,Afghanistan,0
3/5/20,,Afghanistan,0
3/6/20,,Afghanistan,0
3/7/20,,Afghanistan,0
3/8/20,,Afghanistan,0
3/9/20,,Afghanistan,0
4/1/20,,Afghanistan,4
1/22/20,,Albania,0
1/23/20,,Albania,0
1/24/20,,Albania,0
1/25/20,,Albania,0
1/26/20,,Albania,0
1/27/20,,Albania,0
1/28/20,,Albania,0
1/29/20,,Albania,0
1/30/20,,Albania,0
1/31/20,,Albania,0
2/1/20,,Albania,0
2/10/20,,Albania,0
2/11/20,,Albania,0
2/12/20,,Albania,0
2/13/20,,Albania,0
2/14/20,,Albania,0
2/15/20,,Albania,0
2/16/20,,Albania,0
2/17/20,,Albania,0
2/18/20,,Albania,0
2/19/20,,Albania,0
2/2/20,,Albania,0
2/20/20,,Albania,0
2/21/20,,Albania,0
2/22/20,,Albania,0
2/23/20,,Albania,0
2/24/20,,Albania,0
2/25/20,,Albania,0
2/26/20,,Albania,0
2/27/20,,Albania,0
2/28/20,,Albania,0
2/29/20,,Albania,0
2/3/20,,Albania,0
2/4/20,,Albania,0
2/5/20,,Albania,0
2/6/20,,Albania,0
2/7/20,,Albania,0
2/8/20,,Albania,0
2/9/20,,Albania,0
3/1/20,,Albania,0
3/10/20,,Albania,0
3/11/20,,Albania,1
3/12/20,,Albania,1
3/13/20,,Albania,1
3/14/20,,Albania,1
3/15/20,,Albania,1
3/16/20,,Albania,1
3/17/20,,Albania,1
3/18/20,,Albania,2
3/19/20,,Albania,2
3/2/20,,Albania,0
3/20/20,,Albania,2
3/21/20,,Albania,2
3/22/20,,Albania,2
3/23/20,,Albania,4
3/24/20,,Albania,5
3/25/20,,Albania,5
3/26/20,,Albania,6
3/27/20,,Albania,8
3/28/20,,Albania,10
3/29/20,,Albania,10
3/3/20,,Albania,0
3/30/20,,Albania,11
3/31/20,,Albania,15
3/4/20,,Albania,0
3/5/20,,Albania,0
3/6/20,,Albania,0
3/7/20,,Albania,0
3/8/20,,Albania,0
3/9/20,,Albania,0
4/1/20,,Albania,15
1/22/20,,Algeria,0
1/23/20,,Algeria,0
1/24/20,,Algeria,0
1/25/20,,Algeria,0
1/26/20,,Algeria,0
1/27/20,,Algeria,0
1/28/20,,Algeria,0
1/29/20,,Algeria,0
1/30/20,,Algeria,0
1/31/20,,Algeria,0
2/1/20,,Algeria,0
2/10/20,,Algeria,0
2/11/20,,Algeria,0
2/12/20,,Algeria,0
2/13/20,,Algeria,0
2/14/20,,Algeria,0
2/15/20,,Algeria,0
2/16/20,,Algeria,0
2/17/20,,Algeria,0
2/18/20,,Algeria,0
2/19/20,,Algeria,0
2/2/20,,Algeria,0
2/20/20,,Algeria,0
2/21/20,,Algeria,0
2/22/20,,Algeria,0
2/23/20,,Algeria,0
2/24/20,,Algeria,0
2/25/20,,Algeria,0
2/26/20,,Algeria,0
2/27/20,,Algeria,0
2/28/20,,Algeria,0
2/29/20,,Algeria,0
2/3/20,,Algeria,0
2/4/20,,Algeria,0
2/5/20,,Algeria,0
2/6/20,,Algeria,0
2/7/20,,Algeria,0
2/8/20,,Algeria,0
2/9/20,,Algeria,0
3/1/20,,Algeria,0
3/10/20,,Algeria,0
3/11/20,,Algeria,0
3/12/20,,Algeria,1
3/13/20,,Algeria,2
3/14/20,,Algeria,3
3/15/20,,Algeria,4
3/16/20,,Algeria,4
3/17/20,,Algeria,4
3/18/20,,Algeria,7
3/19/20,,Algeria,9
3/2/20,,Algeria,0
3/20/20,,Algeria,11
3/21/20,,Algeria,15
3/22/20,,Algeria,17
3/23/20,,Algeria,17
3/24/20,,Algeria,19
3/25/20,,Algeria,21
3/26/20,,Algeria,25
3/27/20,,Algeria,26
3/28/20,,Algeria,29
3/29/20,,Algeria,31
3/3/20,,Algeria,0
3/30/20,,Algeria,35
3/31/20,,Algeria,44
3/4/20,,Algeria,0
3/5/20,,Algeria,0
3/6/20,,Algeria,0
3/7/20,,Algeria,0
3/8/20,,Algeria,0
3/9/20,,Algeria,0
4/1/20,,Algeria,58
1/22/20,,Andorra,0
1/23/20,,Andorra,0
1/24/20,,Andorra,0
1/25/20,,Andorra,0
1/26/20,,Andorra,0
1/27/20,,Andorra,0
1/28/20,,Andorra,0
1/29/20,,Andorra,0
1/30/20,,Andorra,0
1/31/20,,Andorra,0
2/1/20,,Andorra,0
2/10/20,,Andorra,0
2/11/20,,Andorra,0
2/12/20,,Andorra,0
2/13/20,,Andorra,0
2/14/20,,Andorra,0
2/15/20,,Andorra,0
2/16/20,,Andorra,0
2/17/20,,Andorra,0
2/18/20,,Andorra,0
2/19/20,,Andorra,0
2/2/20,,Andorra,0
2/20/20,,Andorra,0
2/21/20,,Andorra,0
2/22/20,,Andorra,0
2/23/20,,Andorra,0
2/24/20,,Andorra,0
2/25/20,,Andorra,0
2/26/20,,Andorra,0
2/27/20,,Andorra,0
2/28/20,,Andorra,0
2/29/20,,Andorra,0
2/3/20,,Andorra,0
2/4/20,,Andorra,0
2/5/20,,Andorra,0
2/6/20,,Andorra,0
2/7/20,,Andorra,0
2/8/20,,Andorra,0
2/9/20,,Andorra,0
3/1/20,,Andorra,0
3/10/20,,Andorra,0
3/11/20,,Andorra,0
3/12/20,,Andorra,0
3/13/20,,Andorra,0
3/14/20,,Andorra,0
3/15/20,,Andorra,0
3/16/20,,Andorra,0
3/17/20,,Andorra,0
3/18/20,,Andorra,0
3/19/20,,Andorra,0
3/2/20,,Andorra,0
3/20/20,,Andorra,0
3/21/20,,Andorra,0
3/22/20,,Andorra,1
3/23/20,,Andorra,1
3/24/20,,Andorra,1
3/25/20,,Andorra,1
3/26/20,,Andorra,3
3/27/20,,Andorra,3
3/28/20,,Andorra,3
3/29/20,,Andorra,6
3/3/20,,Andorra,0
3/30/20,,Andorra,8
3/31/20,,Andorra,12
3/4/20,,Andorra,0
3/5/20,,Andorra,0
3/6/20,,Andorra,0
3/7/20,,Andorra,0
3/8/20,,Andorra,0
3/9/20,,Andorra,0
4/1/20,,Andorra,14
1/22/20,,Angola,0
1/23/20,,Angola,0
1/24/20,,Angola,0
1/25/20,,Angola,0
1/26/20,,Angola,0
1/27/20,,Angola,0
1/28/20,,Angola,0
1/29/20,,Angola,0
1/30/20,,Angola,0
1/31/20,,Angola,0
2/1/20,,Angola,0
2/10/20,,Angola,0
2/11/20,,Angola,0
2/12/20,,Angola,0
2/13/20,,Angola,0
2/14/20,,Angola,0
2/15/20,,Angola,0
2/16/20,,Angola,0
2/17/20,,Angola,0
2/18/20,,Angola,0
2/19/20,,Angola,0
2/2/20,,Angola,0
2/20/20,,Angola,0
2/21/20,,Angola,0
2/22/20,,Angola,0
2/23/20,,Angola,0
2/24/20,,Angola,0
2/25/20,,Angola,0
2/26/20,,Angola,0
2/27/20,,Angola,0
2/28/20,,Angola,0
2/29/20,,Angola,0
2/3/20,,Angola,0
2/4/20,,Angola,0
2/5/20,,Angola,0
2/6/20,,Angola,0
2/7/20,,Angola,0
2/8/20,,Angola,0
2/9/20,,Angola,0
3/1/20,,Angola,0
3/10/20,,Angola,0
3/11/20,,Angola,0
3/12/20,,Angola,0
3/13/20,,Angola,0
3/14/20,,Angola,0
3/15/20,,Angola,0
3/16/20,,Angola,0
3/17/20,,Angola,0
3/18/20,,Angola,0
3/19/20,,Angola,0
3/2/20,,Angola,0
3/20/20,,Angola,0
3/21/20,,Angola,0
3/22/20,,Angola,0
3/23/20,,Angola,0
3/24/20,,Angola,0
3/25/20,,Angola,0
3/26/20,,Angola,0
3/27/20,,Angola,0
3/28/20,,Angola,0
3/29/20,,Angola,2
3/3/20,,Angola,0
3/30/20,,Angola,2
3/31/20,,Angola,2
3/4/20,,Angola,0
3/5/20,,Angola,0
3/6/20,,Angola,0
3/7/20,,Angola,0
3/8/20,,Angola,0
3/9/20,,Angola,0
4/1/20,,Angola,2
1/22/20,,Antigua and Barbuda,0
1/23/20,,Antigua and Barbuda,0
1/24/20,,Antigua and Barbuda,0
1/25/20,,Antigua and Barbuda,0
1/26/20,,Antigua and Barbuda,0
1/27/20,,Antigua and Barbuda,0
1/28/20,,Antigua and Barbuda,0
1/29/20,,Antigua and Barbuda,0
1/30/20,,Antigua and Barbuda,0
1/31/20,,Antigua and Barbuda,0
2/1/20,,Antigua and Barbuda,0
2/10/20,,Antigua and Barbuda,0
2/11/20,,Antigua and Barbuda,0
2/12/20,,Antigua and Barbuda,0
2/13/20,,Antigua and Barbuda,0
2/14/20,,Antigua and Barbuda,0
2/15/20,,Antigua and Barbuda,0
2/16/20,,Antigua and Barbuda,0
2/17/20,,Antigua and Barbuda,0
2/18/20,,Antigua and Barbuda,0
2/19/20,,Antigua and Barbuda,0
2/2/20,,Antigua and Barbuda,0
2/20/20,,Antigua and Barbuda,0
2/21/20,,Antigua and Barbuda,0
2/22/20,,Antigua and Barbuda,0
2/23/20,,Antigua and Barbuda,0
2/24/20,,Antigua and Barbuda,0
2/25/20,,Antigua and Barbuda,0
2/26/20,,Antigua and Barbuda,0
2/27/20,,Antigua and Barbuda,0
2/28/20,,Antigua and Barbuda,0
2/29/20,,Antigua and Barbuda,0
2/3/20,,Antigua and Barbuda,0
2/4/20,,Antigua and Barbuda,0
2/5/20,,Antigua and Barbuda,0
2/6/20,,Antigua and Barbuda,0
2/7/20,,Antigua and Barbuda,0
2/8/20,,Antigua and Barbuda,0
2/9/20,,Antigua and Barbuda,0
3/1/20,,Antigua and Barbuda,0
3/10/20,,Antigua and Barbuda,0
3/11/20,,Antigua and Barbuda,0
3/12/20,,Antigua and Barbuda,0
3/13/20,,Antigua and Barbuda,0
3/14/20,,Antigua and Barbuda,0
3/15/20,,Antigua and Barbuda,0
3/16/20,,Antigua and Barbuda,0
3/17/20,,Antigua and Barbuda,0
3/18/20,,Antigua and Barbuda,0
3/19/20,,Antigua and Barbuda,0
3/2/20,,Antigua and Barbuda,0
3/20/20,,Antigua and Barbuda,0
3/21/20,,Antigua and Barbuda,0
3/22/20,,Antigua and Barbuda,0
3/23/20,,Antigua and Barbuda,0
3/24/20,,Antigua and Barbuda,0
3/25/20,,Antigua and Barbuda,0
3/26/20,,Antigua and Barbuda,0
3/27/20,,Antigua and Barbuda,0
3/28/20,,Antigua and Barbuda,0
3/29/20,,Antigua and Barbuda,0
3/3/20,,Antigua and Barbuda,0
3/30/20,,Antigua and Barbuda,0
3/31/20,,Antigua and Barbuda,0
3/4/20,,Antigua and Barbuda,0
3/5/20,,Antigua and Barbuda,0
3/6/20,,Antigua and Barbuda,0
3/7/20,,Antigua and Barbuda,0
3/8/20,,Antigua and Barbuda,0
3/9/20,,Antigua and Barbuda,0
4/1/20,,Antigua and Barbuda,0
1/22/20,,Argentina,0
1/23/20,,Argentina,0
1/24/20,,Argentina,0
1/25/20,,Argentina,0
1/26/20,,Argentina,0
1/27/20,,Argentina,0
1/28/20,,Argentina,0
1/29/20,,Argentina,0
1/30/20,,Argentina,0
1/31/20,,Argentina,0
2/1/20,,Argentina,0
2/10/20,,Argentina,0
2/11/20,,Argentina,0
2/12/20,,Argentina,0
2/13/20,,Argentina,0
2/14/20,,Argentina,0
2/15/20,,Argentina,0
2/16/20,,Argentina,0
2/17/20,,Argentina,0
2/18/20,,Argentina,0
2/19/20,,Argentina,0
2/2/20,,Argentina,0
2/20/20,,Argentina,0
2/21/20,,Argentina,0
2/22/20,,Argentina,0
2/23/20,,Argentina,0
2/24/20,,Argentina,0
2/25/20,,Argentina,0
2/26/20,,Argentina,0
2/27/20,,Argentina,0
2/28/20,,Argentina,0
2/29/20,,Argentina,0
2/3/20,,Argentina,0
2/4/20,,Argentina,0
2/5/20,,Argentina,0
2/6/20,,Argentina,0
2/7/20,,Argentina,0
2/8/20,,Argentina,0
2/9/20,,Argentina,0
3/1/20,,Argentina,0
3/10/20,,Argentina,1
3/11/20,,Argentina,1
3/12/20,,Argentina,1
3/13/20,,Argentina,2
3/14/20,,Argentina,2
3/15/20,,Argentina,2
3/16/20,,Argentina,2
3/17/20,,Argentina,2
3/18/20,,Argentina,2
3/19/20,,Argentina,3
3/2/20,,Argentina,0
3/20/20,,Argentina,3
3/21/20,,Argentina,4
3/22/20,,Argentina,4
3/23/20,,Argentina,4
3/24/20,,Argentina,6
3/25/20,,Argentina,8
3/26/20,,Argentina,9
3/27/20,,Argentina,13
3/28/20,,Argentina,18
3/29/20,,Argentina,19
3/3/20,,Argentina,0
3/30/20,,Argentina,23
3/31/20,,Argentina,27
3/4/20,,Argentina,0
3/5/20,,Argentina,0
3/6/20,,Argentina,0
3/7/20,,Argentina,0
3/8/20,,Argentina,1
3/9/20,,Argentina,1
4/1/20,,Argentina,28
1/22/20,,Armenia,0
1/23/20,,Armenia,0
1/24/20,,Armenia,0
1/25/20,,Armenia,0
1/26/20,,Armenia,0
1/27/20,,Armenia,0
1/28/20,,Armenia,0
1/29/20,,Armenia,0
1/30/20,,Armenia,0
1/31/20,,Armenia,0
2/1/20,,Armenia,0
2/10/20,,Armenia,0
2/11/20,,Armenia,0
2/12/20,,Armenia,0
2/13/20,,Armenia,0
2/14/20,,Armenia,0
2/15/20,,Armenia,0
2/16/20,,Armenia,0
2/17/20,,Armenia,0
2/18/20,,Armenia,0
2/19/20,,Armenia,0
2/2/20,,Armenia,0
2/20/20,,Armenia,0
2/21/20,,Armenia,0
2/22/20,,Armenia,0
2/23/20,,Armenia,0
2/24/20,,Armenia,0
2/25/20,,Armenia,0
2/26/20,,Armenia,0
2/27/20,,Armenia,0
2/28/20,,Armenia,0
2/29/20,,Armenia,0
2/3/20,,Armenia,0
2/4/20,,Armenia,0
2/5/20,,Armenia,0
2/6/20,,Armenia,0
2/7/20,,Armenia,0
2/8/20,,Armenia,0
2/9/20,,Armenia,0
3/1/20,,Armenia,0
3/10/20,,Armenia,0
3/11/20,,Armenia,0
3/12/20,,Armenia,0
3/13/20,,Armenia,0
3/14/20,,Armenia,0
3/15/20,,Armenia,0
3/16/20,,Armenia,0
3/17/20,,Armenia,0
3/18/20,,Armenia,0
3/19/20,,Armenia,0
3/2/20,,Armenia,0
3/20/20,,Armenia,0
3/21/20,,Armenia,0
3/22/20,,Armenia,0
3/23/20,,Armenia,0
3/24/20,,Armenia,0
3/25/20,,Armenia,0
3/26/20,,Armenia,1
3/27/20,,Armenia,1
3/28/20,,Armenia,1
3/29/20,,Armenia,3
3/3/20,,Armenia,0
3/30/20,,Armenia,3
3/31/20,,Armenia,3
3/4/20,,Armenia,0
3/5/20,,Armenia,0
3/6/20,,Armenia,0
3/7/20,,Armenia,0
3/8/20,,Armenia,0
3/9/20,,Armenia,0
4/1/20,,Armenia,4
1/22/20,Australian Capital Territory,Australia,0
1/23/20,Australian Capital Territory,Australia,0
1/24/20,Australian Capital Territory,Australia,0
1/25/20,Australian Capital Territory,Australia,0
1/26/20,Australian Capital Territory,Australia,0
1/27/20,Australian Capital Territory,Australia,0
1/28/20,Australian Capital Territory,Australia,0
1/29/20,Australian Capital Territory,Australia,0
1/30/20,Australian Capital Territory,Australia,0
1/31/20,Australian Capital Territory,Australia,0
2/1/20,Australian Capital Territory,Australia,0
2/10/20,Australian Capital Territory,Australia,0
2/11/20,Australian Capital Territory,Australia,0
2/12/20,Australian Capital Territory,Australia,0
2/13/20,Australian Capital Territory,Australia,0
2/14/20,Australian Capital Territory,Australia,0
2/15/20,Australian Capital Territory,Australia,0
2/16/20,Australian Capital Territory,Australia,0
2/17/20,Australian Capital Territory,Australia,0
2/18/20,Australian Capital Territory,Australia,0
2/19/20,Australian Capital Territory,Australia,0
2/2/20,Australian Capital Territory,Australia,0
2/20/20,Australian Capital Territory,Australia,0
2/21/20,Australian Capital Territory,Australia,0
2/22/20,Australian Capital Territory,Australia,0
2/23/20,Australian Capital Territory,Australia,0
2/24/20,Australian Capital Territory,Australia,0
2/25/20,Australian Capital Territory,Australia,0
2/26/20,Australian Capital Territory,Australia,0
2/27/20,Australian Capital Territory,Australia,0
2/28/20,Australian Capital Territory,Australia,0
2/29/20,Australian Capital Territory,Australia,0
2/3/20,Australian Capital Territory,Australia,0
2/4/20,Australian Capital Territory,Australia,0
2/5/20,Australian Capital Territory,Australia,0
2/6/20,Australian Capital Territory,Australia,0
2/7/20,Australian Capital Territory,Australia,0
2/8/20,Australian Capital Territory,Australia,0
2/9/20,Australian Capital Territory,Australia,0
3/1/20,Australian Capital Territory,Australia,0
3/10/20,Australian Capital Territory,Australia,0
3/11/20,Australian Capital Territory,Australia,0
3/12/20,Australian Capital Territory,Australia,0
3/13/20,Australian Capital Territory,Australia,0
3/14/20,Australian Capital Territory,Australia,0
3/15/20,Australian Capital Territory,Australia,0
3/16/20,Australian Capital Territory,Australia,0
3/17/20,Australian Capital Territory,Australia,0
3/18/20,Australian Capital Territory,Australia,0
3/19/20,Australian Capital Territory,Australia,0
3/2/20,Australian Capital Territory,Australia,0
3/20/20,Australian Capital Territory,Australia,0
3/21/20,Australian Capital Territory,Australia,0
3/22/20,Australian Capital Territory,Australia,0
3/23/20,Australian Capital Territory,Australia,0
3/24/20,Australian Capital Territory,Australia,0
3/25/20,Australian Capital Territory,Australia,0
3/26/20,Australian Capital Territory,Australia,0
3/27/20,Australian Capital Territory,Australia,0
3/28/20,Australian Capital Territory,Australia,0
3/29/20,Australian Capital Territory,Australia,0
3/3/20,Australian Capital Territory,Australia,0
3/30/20,Australian Capital Territory,Australia,1
3/31/20,Australian Capital Territory,Australia,1
3/4/20,Australian Capital Territory,Australia,0
3/5/20,Australian Capital Territory,Australia,0
3/6/20,Australian Capital Territory,Australia,0
3/7/20,Australian Capital Territory,Australia,0
3/8/20,Australian Capital Territory,Australia,0
3/9/20,Australian Capital Territory,Australia,0
4/1/20,Australian Capital Territory,Australia,1
1/22/20,New South Wales,Australia,0
1/23/20,New South Wales,Australia,0
1/24/20,New South Wales,Australia,0
1/25/20,New South Wales,Australia,0
1/26/20,New South Wales,Australia,0
1/27/20,New South Wales,Australia,0
1/28/20,New South Wales,Australia,0
1/29/20,New South Wales,Australia,0
1/30/20,New South Wales,Australia,0
1/31/20,New South Wales,Australia,0
2/1/20,New South Wales,Australia,0
2/10/20,New South Wales,Australia,0
2/11/20,New South Wales,Australia,0
2/12/20,New South Wales,Australia,0
2/13/20,New South Wales,Australia,0
2/14/20,New South Wales,Australia,0
2/15/20,New South Wales,Australia,0
2/16/20,New South Wales,Australia,0
2/17/20,New South Wales,Australia,0
2/18/20,New South Wales,Australia,0
2/19/20,New South Wales,Australia,0
2/2/20,New South Wales,Australia,0
2/20/20,New South Wales,Australia,0
2/21/20,New South Wales,Australia,0
2/22/20,New South Wales,Australia,0
2/23/20,New South Wales,Australia,0
2/24/20,New South Wales,Australia,0
2/25/20,New South Wales,Australia,0
2/26/20,New South Wales,Australia,0
2/27/20,New South Wales,Australia,0
2/28/20,New South Wales,Australia,0
2/29/20,New South Wales,Australia,0
2/3/20,New South Wales,Australia,0
2/4/20,New South Wales,Australia,0
2/5/20,New South Wales,Australia,0
2/6/20,New South Wales,Australia,0
2/7/20,New South Wales,Australia,0
2/8/20,New South Wales,Australia,0
2/9/20,New South Wales,Australia,0
3/1/20,New South Wales,Australia,0
3/10/20,New South Wales,Australia,2
3/11/20,New South Wales,Australia,2
3/12/20,New South Wales,Australia,2
3/13/20,New South Wales,Australia,2
3/14/20,New South Wales,Australia,2
3/15/20,New South Wales,Australia,2
3/16/20,New South Wales,Australia,2
3/17/20,New South Wales,Australia,4
3/18/20,New South Wales,Australia,5
3/19/20,New South Wales,Australia,5
3/2/20,New South Wales,Australia,0
3/20/20,New South Wales,Australia,6
3/21/20,New South Wales,Australia,6
3/22/20,New South Wales,Australia,6
3/23/20,New South Wales,Australia,6
3/24/20,New South Wales,Australia,7
3/25/20,New South Wales,Australia,7
3/26/20,New South Wales,Australia,7
3/27/20,New South Wales,Australia,7
3/28/20,New South Wales,Australia,8
3/29/20,New South Wales,Australia,8
3/3/20,New South Wales,Australia,0
3/30/20,New South Wales,Australia,8
3/31/20,New South Wales,Australia,8
3/4/20,New South Wales,Australia,1
3/5/20,New South Wales,Australia,1
3/6/20,New South Wales,Australia,1
3/7/20,New South Wales,Australia,1
3/8/20,New South Wales,Australia,2
3/9/20,New South Wales,Australia,2
4/1/20,New South Wales,Australia,9
1/22/20,Northern Territory,Australia,0
1/23/20,Northern Territory,Australia,0
1/24/20,Northern Territory,Australia,0
1/25/20,Northern Territory,Australia,0
1/26/20,Northern Territory,Australia,0
1/27/20,Northern Territory,Australia,0
1/28/20,Northern Territory,Australia,0
1/29/20,Northern Territory,Australia,0
1/30/20,Northern Territory,Australia,0
1/31/20,Northern Territory,Australia,0
2/1/20,Northern Territory,Australia,0
2/10/20,Northern Territory,Australia,0
2/11/20,Northern Territory,Australia,0
2/12/20,Northern Territory,Australia,0
2/13/20,Northern Territory,Australia,0
2/14/20,Northern Territory,Australia,0
2/15/20,Northern Territory,Australia,0
2/16/20,Northern Territory,Australia,0
2/17/20,Northern Territory,Australia,0
2/18/20,Northern Territory,Australia,0
2/19/20,Northern Territory,Australia,0
2/2/20,Northern Territory,Australia,0
2/20/20,Northern Territory,Australia,0
2/21/20,Northern Territory,Australia,0
2/22/20,Northern Territory,Australia,0
2/23/20,Northern Territory,Australia,0
2/24/20,Northern Territory,Australia,0
2/25/20,Northern Territory,Australia,0
2/26/20,Northern Territory,Australia,0
2/27/20,Northern Territory,Australia,0
2/28/20,Northern Territory,Australia,0
2/29/20,Northern Territory,Australia,0
2/3/20,Northern Territory,Australia,0
2/4/20,Northern Territory,Australia,0
2/5/20,Northern Territory,Australia,0
2/6/20,Northern Territory,Australia,0
2/7/20,Northern Territory,Australia,0
2/8/20,Northern Territory,Australia,0
2/9/20,Northern Territory,Australia,0
3/1/20,Northern Territory,Australia,0
3/10/20,Northern Territory,Australia,0
3/11/20,Northern Territory,Australia,0
3/12/20,Northern Territory,Australia,0
3/13/20,Northern Territory,Australia,0
3/14/20,Northern Territory,Australia,0
3/15/20,Northern Territory,Australia,0
3/16/20,Northern Territory,Australia,0
3/17/20,Northern Territory,Australia,0
3/18/20,Northern Territory,Australia,0
3/19/20,Northern Territory,Australia,0
3/2/20,Northern Territory,Australia,0
3/20/20,Northern Territory,Australia,0
3/21/20,Northern Territory,Australia,0
3/22/20,Northern Territory,Australia,0
3/23/20,Northern Territory,Australia,0
3/24/20,Northern Territory,Australia,0
3/25/20,Northern Territory,Australia,0
3/26/20,Northern Territory,Australia,0
3/27/20,Northern Territory,Australia,0
3/28/20,Northern Territory,Australia,0
3/29/20,Northern Territory,Australia,0
3/3/20,Northern Territory,Australia,0
3/30/20,Northern Territory,Australia,0
3/31/20,Northern Territory,Australia,0
3/4/20,Northern Territory,Australia,0
3/5/20,Northern Territory,Australia,0
3/6/20,Northern Territory,Australia,0
3/7/20,Northern Territory,Australia,0
3/8/20,Northern Territory,Australia,0
3/9/20,Northern Territory,Australia,0
4/1/20,Northern Territory,Australia,0
1/22/20,Queensland,Australia,0
1/23/20,Queensland,Australia,0
1/24/20,Queensland,Australia,0
1/25/20,Queensland,Australia,0
1/26/20,Queensland,Australia,0
1/27/20,Queensland,Australia,0
1/28/20,Queensland,Australia,0
1/29/20,Queensland,Australia,0
1/30/20,Queensland,Australia,0
1/31/20,Queensland,Australia,0
2/1/20,Queensland,Australia,0
2/10/20,Queensland,Australia,0
2/11/20,Queensland,Australia,0
2/12/20,Queensland,Australia,0
2/13/20,Queensland,Australia,0
2/14/20,Queensland,Australia,0
2/15/20,Queensland,Australia,0
2/16/20,Queensland,Australia,0
2/17/20,Queensland,Australia,0
2/18/20,Queensland,Australia,0
2/19/20,Queensland,Australia,0
2/2/20,Queensland,Australia,0
2/20/20,Queensland,Australia,0
2/21/20,Queensland,Australia,0
2/22/20,Queensland,Australia,0
2/23/20,Queensland,Australia,0
2/24/20,Queensland,Australia,0
2/25/20,Queensland,Australia,0
2/26/20,Queensland,Australia,0
2/27/20,Queensland,Australia,0
2/28/20,Queensland,Australia,0
2/29/20,Queensland,Australia,0
2/3/20,Queensland,Australia,0
2/4/20,Queensland,Australia,0
2/5/20,Queensland,Australia,0
2/6/20,Queensland,Australia,0
2/7/20,Queensland,Australia,0
2/8/20,Queensland,Australia,0
2/9/20,Queensland,Australia,0
3/1/20,Queensland,Australia,0
3/10/20,Queensland,Australia,0
3/11/20,Queensland,Australia,0
3/12/20,Queensland,Australia,0
3/13/20,Queensland,Australia,0
3/14/20,Queensland,Australia,0
3/15/20,Queensland,Australia,0
3/16/20,Queensland,Australia,0
3/17/20,Queensland,Australia,0
3/18/20,Queensland,Australia,0
3/19/20,Queensland,Australia,0
3/2/20,Queensland,Australia,0
3/20/20,Queensland,Australia,0
3/21/20,Queensland,Australia,0
3/22/20,Queensland,Australia,0
3/23/20,Queensland,Australia,0
3/24/20,Queensland,Australia,0
3/25/20,Queensland,Australia,0
3/26/20,Queensland,Australia,1
3/27/20,Queensland,Australia,1
3/28/20,Queensland,Australia,1
3/29/20,Queensland,Australia,2
3/3/20,Queensland,Australia,0
3/30/20,Queensland,Australia,2
3/31/20,Queensland,Australia,2
3/4/20,Queensland,Australia,0
3/5/20,Queensland,Australia,0
3/6/20,Queensland,Australia,0
3/7/20,Queensland,Australia,0
3/8/20,Queensland,Australia,0
3/9/20,Queensland,Australia,0
4/1/20,Queensland,Australia,2
1/22/20,South Australia,Australia,0
1/23/20,South Australia,Australia,0
1/24/20,South Australia,Australia,0
1/25/20,South Australia,Australia,0
1/26/20,South Australia,Australia,0
1/27/20,South Australia,Australia,0
1/28/20,South Australia,Australia,0
1/29/20,South Australia,Australia,0
1/30/20,South Australia,Australia,0
1/31/20,South Australia,Australia,0
2/1/20,South Australia,Australia,0
2/10/20,South Australia,Australia,0
