Province_State,Country,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
Michigan,US,4/1/2020 21:58,46.00999672,-87.86961634,0,0,0,0,"Dickinson, Michigan, US"
Tennessee,US,4/1/2020 21:58,36.14669837,-87.35891709,18,0,0,0,"Dickson, Tennessee, US"
South Carolina,US,4/1/2020 21:58,34.39007791,-79.37741872,1,0,0,0,"Dillon, South Carolina, US"
District of Columbia,US,4/1/2020 21:58,38.90417773,-77.01655992,586,9,0,0,"District of Columbia,District of Columbia,US"
North Dakota,US,4/1/2020 21:58,48.8149387,-103.4873611,1,0,0,0,"Divide, North Dakota, US"
Georgia,US,4/1/2020 21:58,32.17265114,-83.16948926,3,0,0,0,"Dodge, Georgia, US"
Minnesota,US,4/1/2020 21:58,44.02238415,-92.86244324,10,0,0,0,"Dodge, Minnesota, US"
Nebraska,US,4/1/2020 21:58,41.58071748,-96.65598179,4,0,0,0,"Dodge, Nebraska, US"
Wisconsin,US,4/1/2020 21:58,43.41576662,-88.70928178,13,0,0,0,"Dodge, Wisconsin, US"
New Mexico,US,4/1/2020 21:58,32.35275771,-106.8329387,18,0,0,0,"Dona Ana,New Mexico,US"
Kansas,US,4/1/2020 21:58,39.79067154,-95.14056866,1,0,0,0,"Doniphan, Kansas, US"
Texas,US,4/1/2020 21:58,34.96517499,-100.8140093,1,0,0,0,"Donley, Texas, US"
Georgia,US,4/1/2020 21:58,32.15630737,-83.79746561,10,0,0,0,"Dooly, Georgia, US"
Wisconsin,US,4/1/2020 21:58,44.95856458,-87.30002707,1,0,0,0,"Door, Wisconsin, US"
Maryland,US,4/1/2020 21:58,38.45413522,-76.02752426,1,0,0,0,"Dorchester, Maryland, US"
South Carolina,US,4/1/2020 21:58,33.0794369,-80.40502652,27,0,0,0,"Dorchester, South Carolina, US"
Georgia,US,4/1/2020 21:58,31.53328528,-84.21722377,480,27,0,0,"Dougherty, Georgia, US"
Colorado,US,4/1/2020 21:58,39.33133796,-104.930001,141,0,0,0,"Douglas, Colorado, US"
Georgia,US,4/1/2020 21:58,33.70291126,-84.77026156,55,2,0,0,"Douglas, Georgia, US"
Illinois,US,4/1/2020 21:58,39.76768052,-88.21854195,8,0,0,0,"Douglas, Illinois, US"
Kansas,US,4/1/2020 21:58,38.88503636,-95.2925121,31,0,0,0,"Douglas, Kansas, US"
Minnesota,US,4/1/2020 21:58,45.93348491,-95.45335469,1,0,0,0,"Douglas, Minnesota, US"
Nebraska,US,4/1/2020 21:58,41.29518299,-96.15085305,101,1,0,0,"Douglas, Nebraska, US"
Nevada,US,4/1/2020 21:58,38.912862,-119.6171333,6,0,0,0,"Douglas, Nevada, US"
Oregon,US,4/1/2020 21:58,43.27941273,-123.167291,10,0,0,0,"Douglas, Oregon, US"
Washington,US,4/1/2020 21:58,47.7361335,-119.692937,5,0,0,0,"Douglas, Washington, US"
Wisconsin,US,4/1/2020 21:58,46.43222285,-91.91595768,7,0,0,0,"Douglas, Wisconsin, US"
Arkansas,US,4/1/2020 21:58,33.59035001,-91.71777921,1,0,0,0,"Drew, Arkansas, US"
Illinois,US,4/1/2020 21:58,41.85116968,-88.08642662,392,12,0,0,"DuPage, Illinois, US"
Indiana,US,4/1/2020 21:58,38.36597551,-86.8792417,3,0,0,0,"Dubois, Indiana, US"
Iowa,US,4/1/2020 21:58,42.46815349,-90.88181925,22,1,0,0,"Dubuque, Iowa, US"
Massachusetts,US,4/1/2020 21:58,41.40674725,-70.68763497,11,0,0,0,"Dukes and Nantucket,Massachusetts,US"
Missouri,US,4/1/2020 21:58,36.27167174,-90.09122243,6,0,0,0,"Dunklin, Missouri, US"
North Dakota,US,4/1/2020 21:58,47.35423935,-102.6160468,1,0,0,0,"Dunn, North Dakota, US"
Wisconsin,US,4/1/2020 21:58,44.94562799,-91.8962481,3,0,0,0,"Dunn, Wisconsin, US"
North Carolina,US,4/1/2020 21:58,34.93449805,-77.93140529,2,0,0,0,"Duplin, North Carolina, US"
North Carolina,US,4/1/2020 21:58,36.03638492,-78.87608331,126,0,0,0,"Durham, North Carolina, US"
New York,US,4/1/2020 21:58,41.7648606,-73.74356679,547,4,0,0,"Dutchess, New York, US"
Florida,US,4/1/2020 21:58,30.33225875,-81.66976468,218,4,0,0,"Duval, Florida, US"
Tennessee,US,4/1/2020 21:58,36.05931946,-89.41542855,3,0,0,0,"Dyer, Tennessee, US"
Colorado,US,4/1/2020 21:58,39.62754308,-106.6933637,227,4,0,0,"Eagle, Colorado, US"
Georgia,US,4/1/2020 21:58,31.32155345,-84.90255207,34,1,0,0,"Early, Georgia, US"
Louisiana,US,4/1/2020 21:58,30.53842039,-91.09777565,244,10,0,0,"East Baton Rouge, Louisiana, US"
Louisiana,US,4/1/2020 21:58,32.73926954,-91.23425694,1,0,0,0,"East Carroll, Louisiana, US"
Louisiana,US,4/1/2020 21:58,30.84425359,-91.04976723,10,0,0,0,"East Feliciana, Louisiana, US"
Texas,US,4/1/2020 21:58,32.32743996,-98.83243566,4,0,0,0,"Eastland, Texas, US"
Michigan,US,4/1/2020 21:58,42.59599185,-84.83740035,27,0,0,0,"Eaton, Michigan, US"
Wisconsin,US,4/1/2020 21:58,44.726614,-91.28609183,12,0,0,0,"Eau Claire, Wisconsin, US"
Texas,US,4/1/2020 21:58,31.86898877,-102.5429428,11,0,0,0,"Ector, Texas, US"
New Mexico,US,4/1/2020 21:58,32.47167456,-104.3053527,4,1,0,0,"Eddy, New Mexico, US"
North Carolina,US,4/1/2020 21:58,35.91230639,-77.59436892,3,0,0,0,"Edgecombe, North Carolina, US"
South Carolina,US,4/1/2020 21:58,33.77221995,-81.96231108,4,0,0,0,"Edgefield, South Carolina, US"
Kentucky,US,4/1/2020 21:58,37.21218923,-86.23955613,2,0,0,0,"Edmonson, Kentucky, US"
Georgia,US,4/1/2020 21:58,32.36616021,-81.34280942,5,0,0,0,"Effingham, Georgia, US"
California,US,4/1/2020 21:58,38.77965956,-120.5233166,18,0,0,0,"El Dorado, California, US"
Colorado,US,4/1/2020 21:58,38.83240149,-104.5251411,286,13,0,0,"El Paso, Colorado, US"
Texas,US,4/1/2020 21:58,31.76980765,-106.2363275,57,0,0,0,"El Paso,Texas,US"
Colorado,US,4/1/2020 21:58,39.28656773,-104.1358721,5,0,0,0,"Elbert, Colorado, US"
Indiana,US,4/1/2020 21:58,41.59761169,-85.85875695,23,2,0,0,"Elkhart, Indiana, US"
Nevada,US,4/1/2020 21:58,41.14531606,-115.3577619,5,0,0,0,"Elko, Nevada, US"
Texas,US,4/1/2020 21:58,32.34894117,-96.79371841,20,0,0,0,"Ellis, Texas, US"
Alabama,US,4/1/2020 21:58,32.59785413,-86.14415284,14,0,0,0,"Elmore, Alabama, US"
Idaho,US,4/1/2020 21:58,43.3507101,-115.4701578,3,0,0,0,"Elmore, Idaho, US"
Georgia,US,4/1/2020 21:58,32.59221302,-82.30239915,1,0,0,0,"Emanuel, Georgia, US"
Michigan,US,4/1/2020 21:58,45.52625509,-84.89083249,7,1,0,0,"Emmet, Michigan, US"
Texas,US,4/1/2020 21:58,32.23602653,-98.21773417,7,1,0,0,"Erath, Texas, US"
New York,US,4/1/2020 21:58,42.76249024,-78.73063652,582,11,0,0,"Erie, New York, US"
Ohio,US,4/1/2020 21:58,41.36796058,-82.62904521,5,1,0,0,"Erie, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,41.99253829,-80.03301954,15,0,0,0,"Erie, Pennsylvania, US"
Alabama,US,4/1/2020 21:58,31.1256789,-87.15918694,1,0,0,0,"Escambia, Alabama, US"
Florida,US,4/1/2020 21:58,30.67652764,-87.37284571,94,0,0,0,"Escambia, Florida, US"
Massachusetts,US,4/1/2020 21:58,42.6687626,-70.94687179,885,17,0,0,"Essex, Massachusetts, US"
New Jersey,US,4/1/2020 21:58,40.78681335,-74.24657979,2262,69,0,0,"Essex, New Jersey, US"
New York,US,4/1/2020 21:58,44.11630765,-73.77297842,6,0,0,0,"Essex, New York, US"
Alabama,US,4/1/2020 21:58,34.04567266,-86.04051873,10,1,0,0,"Etowah, Alabama, US"
Louisiana,US,4/1/2020 21:58,30.72985248,-92.39915924,11,0,0,0,"Evangeline, Louisiana, US"
Alaska,US,4/1/2020 21:58,64.80726247,-146.5692662,35,0,0,0,"Fairbanks North Star,Alaska,US"
Virginia,US,4/1/2020 21:58,38.83677558,-77.27565836,288,2,0,0,"Fairfax, Virginia, US"
Virginia,US,4/1/2020 21:58,38.85157547,-77.2977964,0,0,0,0,"Fairfax City, Virginia, US"
Connecticut,US,4/1/2020 21:58,41.26809896,-73.3881171,1986,46,0,0,"Fairfield, Connecticut, US"
Ohio,US,4/1/2020 21:58,39.75107189,-82.63088163,22,0,0,0,"Fairfield, Ohio, US"
South Carolina,US,4/1/2020 21:58,34.39287073,-81.1195624,7,0,0,0,"Fairfield, South Carolina, US"
South Dakota,US,4/1/2020 21:58,43.23929297,-103.5275691,1,0,0,0,"Fall River, South Dakota, US"
Texas,US,4/1/2020 21:58,31.25350609,-96.93630086,1,0,0,0,"Falls, Texas, US"
Georgia,US,4/1/2020 21:58,34.86430205,-84.316964,5,0,0,0,"Fannin, Georgia, US"
Texas,US,4/1/2020 21:58,33.59564294,-96.10751083,1,0,0,0,"Fannin, Texas, US"
Minnesota,US,4/1/2020 21:58,43.67381499,-93.94787458,2,0,0,0,"Faribault, Minnesota, US"
South Dakota,US,4/1/2020 21:58,45.07082625,-99.14535601,1,0,0,0,"Faulk, South Dakota, US"
Arkansas,US,4/1/2020 21:58,35.14719007,-92.33717519,36,1,0,0,"Faulkner, Arkansas, US"
Virginia,US,4/1/2020 21:58,38.73564842,-77.80647472,7,0,0,0,"Fauquier, Virginia, US"
Alabama,US,4/1/2020 21:58,33.72076938,-87.73886638,1,0,0,0,"Fayette, Alabama, US"
Georgia,US,4/1/2020 21:58,33.41357794,-84.49089434,48,4,0,0,"Fayette, Georgia, US"
Illinois,US,4/1/2020 21:58,39.00072038,-89.02452658,2,0,0,0,"Fayette, Illinois, US"
Indiana,US,4/1/2020 21:58,39.63684962,-85.17797541,10,2,0,0,"Fayette, Indiana, US"
Iowa,US,4/1/2020 21:58,42.86271799,-91.8441231,2,0,0,0,"Fayette, Iowa, US"
Kentucky,US,4/1/2020 21:58,38.0368225,-84.45576892,110,3,0,0,"Fayette, Kentucky, US"
Ohio,US,4/1/2020 21:58,39.56021306,-83.4562016,1,0,0,0,"Fayette, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,39.92041012,-79.64291195,14,1,0,0,"Fayette, Pennsylvania, US"
Tennessee,US,4/1/2020 21:58,35.19615831,-89.41399032,14,0,0,0,"Fayette, Tennessee, US"
Texas,US,4/1/2020 21:58,29.87788372,-96.92076062,4,0,0,0,"Fayette, Texas, US"
Tennessee,US,4/1/2020 21:58,36.38128818,-84.92870012,1,0,0,0,"Fentress, Tennessee, US"
Washington,US,4/1/2020 21:58,48.4711431,-118.5154041,1,0,0,0,"Ferry, Washington, US"
Minnesota,US,4/1/2020 21:58,43.67394126,-92.08980382,8,0,0,0,"Fillmore,Minnesota,US"
Kansas,US,4/1/2020 21:58,38.04340344,-100.7381938,1,0,0,0,"Finney, Kansas, US"
Florida,US,4/1/2020 21:58,29.45933576,-81.31508595,20,0,0,0,"Flagler, Florida, US"
Montana,US,4/1/2020 21:58,48.29575866,-114.0520569,14,0,0,0,"Flathead, Montana, US"
South Carolina,US,4/1/2020 21:58,34.02361754,-79.70189312,21,3,0,0,"Florence, South Carolina, US"
Georgia,US,4/1/2020 21:58,34.26268279,-85.21577392,60,2,0,0,"Floyd, Georgia, US"
Indiana,US,4/1/2020 21:58,38.32117957,-85.90385377,21,0,0,0,"Floyd, Indiana, US"
Virginia,US,4/1/2020 21:58,37.84157909,-78.27715475,3,0,0,0,"Fluvanna, Virginia, US"
Wisconsin,US,4/1/2020 21:58,43.75354908,-88.48885325,24,2,0,0,"Fond du Lac, Wisconsin, US"
Illinois,US,4/1/2020 21:58,40.59706922,-88.22350769,1,0,0,0,"Ford, Illinois, US"
Kansas,US,4/1/2020 21:58,37.69200114,-99.88825298,0,0,0,0,"Ford, Kansas, US"
Mississippi,US,4/1/2020 21:58,31.18961454,-89.25832496,27,0,0,0,"Forrest, Mississippi, US"
Georgia,US,4/1/2020 21:58,34.22604035,-84.1231513,48,1,0,0,"Forsyth, Georgia, US"
North Carolina,US,4/1/2020 21:58,36.12859861,-80.25459052,57,1,0,0,"Forsyth, North Carolina, US"
Texas,US,4/1/2020 21:58,29.52704478,-95.77219463,163,2,0,0,"Fort Bend, Texas, US"
North Dakota,US,4/1/2020 21:58,47.4571084,-98.88279923,1,0,0,0,"Foster, North Dakota, US"
Indiana,US,4/1/2020 21:58,40.12361933,-87.24217689,1,0,0,0,"Fountain, Indiana, US"
Alabama,US,4/1/2020 21:58,34.44235334,-87.84289505,3,0,0,0,"Franklin, Alabama, US"
Georgia,US,4/1/2020 21:58,34.37525597,-83.23159927,5,0,0,0,"Franklin, Georgia, US"
Illinois,US,4/1/2020 21:58,37.99189086,-88.92567818,1,0,0,0,"Franklin, Illinois, US"
Indiana,US,4/1/2020 21:58,39.4142482,-85.06062647,39,5,0,0,"Franklin, Indiana, US"
Kansas,US,4/1/2020 21:58,38.56443815,-95.28644341,7,0,0,0,"Franklin, Kansas, US"
Kentucky,US,4/1/2020 21:58,38.2379395,-84.87962551,6,0,0,0,"Franklin, Kentucky, US"
Louisiana,US,4/1/2020 21:58,32.13675181,-91.67589857,5,0,0,0,"Franklin, Louisiana, US"
Maine,US,4/1/2020 21:58,44.97330019,-70.44381045,2,0,0,0,"Franklin, Maine, US"
Massachusetts,US,4/1/2020 21:58,42.58119713,-72.58602547,72,7,0,0,"Franklin, Massachusetts, US"
Mississippi,US,4/1/2020 21:58,31.47786634,-90.89672989,3,0,0,0,"Franklin, Mississippi, US"
Missouri,US,4/1/2020 21:58,38.41127108,-91.07522826,16,0,0,0,"Franklin, Missouri, US"
New York,US,4/1/2020 21:58,44.59040891,-74.29926032,9,0,0,0,"Franklin, New York, US"
North Carolina,US,4/1/2020 21:58,36.081519,-78.28708884,11,0,0,0,"Franklin, North Carolina, US"
Ohio,US,4/1/2020 21:58,39.96995815,-83.01115755,391,4,0,0,"Franklin, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,39.92956518,-77.72157791,21,0,0,0,"Franklin, Pennsylvania, US"
Tennessee,US,4/1/2020 21:58,35.15634626,-86.09201039,7,0,0,0,"Franklin, Tennessee, US"
Texas,US,4/1/2020 21:58,33.17653242,-95.21917243,1,0,0,0,"Franklin, Texas, US"
Vermont,US,4/1/2020 21:58,44.85627605,-72.91249563,15,0,0,0,"Franklin, Vermont, US"
Virginia,US,4/1/2020 21:58,36.99536167,-79.88023649,5,0,0,0,"Franklin, Virginia, US"
Washington,US,4/1/2020 21:58,46.53351425,-118.9018212,33,0,0,0,"Franklin, Washington, US"
Virginia,US,4/1/2020 21:58,36.6831435,-76.93859681,1,0,0,0,"Franklin City, Virginia, US"
Maryland,US,4/1/2020 21:58,39.47296601,-77.39999394,35,1,0,0,"Frederick, Maryland, US"
Virginia,US,4/1/2020 21:58,39.20172582,-78.25974949,15,0,0,0,"Frederick, Virginia, US"
Virginia,US,4/1/2020 21:58,38.2977863,-77.4922454,1,0,0,0,"Fredericksburg, Virginia, US"
Minnesota,US,4/1/2020 21:58,43.67385583,-93.34884422,2,0,0,0,"Freeborn, Minnesota, US"
Colorado,US,4/1/2020 21:58,38.47362326,-105.4399667,2,0,0,0,"Fremont, Colorado, US"
Idaho,US,4/1/2020 21:58,44.22800938,-111.4809943,1,0,0,0,"Fremont, Idaho, US"
Wyoming,US,4/1/2020 21:58,43.04183996,-108.6296893,25,0,0,0,"Fremont, Wyoming, US"
California,US,4/1/2020 21:58,36.75733899,-119.6466953,68,0,0,0,"Fresno, California, US"
Georgia,US,4/1/2020 21:58,33.79216944,-84.46319413,624,19,0,0,"Fulton, Georgia, US"
Indiana,US,4/1/2020 21:58,41.0469907,-86.26252745,1,0,0,0,"Fulton, Indiana, US"
New York,US,4/1/2020 21:58,43.11363907,-74.41798804,2,0,0,0,"Fulton, New York, US"
Ohio,US,4/1/2020 21:58,41.60213491,-84.12571393,2,0,0,0,"Fulton, Ohio, US"
Florida,US,4/1/2020 21:58,30.57796289,-84.61915825,1,0,0,0,"Gadsden, Florida, US"
Texas,US,4/1/2020 21:58,32.74055318,-102.6353295,1,0,0,0,"Gaines, Texas, US"
Virginia,US,4/1/2020 21:58,36.66601852,-80.91703124,1,0,0,0,"Galax, Virginia, US"
Montana,US,4/1/2020 21:58,45.54486106,-111.1692571,76,0,0,0,"Gallatin, Montana, US"
Ohio,US,4/1/2020 21:58,38.82708533,-82.31647569,1,1,0,0,"Gallia, Ohio, US"
Texas,US,4/1/2020 21:58,29.40167322,-94.90469073,106,0,0,0,"Galveston, Texas, US"
Colorado,US,4/1/2020 21:58,39.59921777,-107.902708,33,1,0,0,"Garfield, Colorado, US"
Oklahoma,US,4/1/2020 21:58,36.3791334,-97.78265517,4,0,0,0,"Garfield, Oklahoma, US"
Utah,US,4/1/2020 21:58,37.85447192,-111.4418764,1,0,0,0,"Garfield, Utah, US"
Arkansas,US,4/1/2020 21:58,34.57692074,-93.14921604,32,0,0,0,"Garland, Arkansas, US"
Maryland,US,4/1/2020 21:58,39.52786077,-79.27355126,3,0,0,0,"Garrett, Maryland, US"
Oklahoma,US,4/1/2020 21:58,34.70418038,-97.30811132,7,0,0,0,"Garvin, Oklahoma, US"
Missouri,US,4/1/2020 21:58,38.43947277,-91.50847147,1,0,0,0,"Gasconade, Missouri, US"
North Carolina,US,4/1/2020 21:58,35.29373559,-81.17477045,31,0,0,0,"Gaston, North Carolina, US"
Ohio,US,4/1/2020 21:58,41.49952319,-81.17935342,25,0,0,0,"Geauga, Ohio, US"
Idaho,US,4/1/2020 21:58,44.06482372,-116.398376,5,0,0,0,"Gem, Idaho, US"
Michigan,US,4/1/2020 21:58,43.02244215,-83.70589709,249,8,0,0,"Genesee, Michigan, US"
New York,US,4/1/2020 21:58,43.0022601,-78.19135193,13,1,0,0,"Genesee, New York, US"
Mississippi,US,4/1/2020 21:58,30.86259065,-88.64436789,4,0,0,0,"George, Mississippi, US"
South Carolina,US,4/1/2020 21:58,33.43443342,-79.33202141,14,0,0,0,"Georgetown, South Carolina, US"
Indiana,US,4/1/2020 21:58,38.30393723,-87.58054938,4,0,0,0,"Gibson, Indiana, US"
Tennessee,US,4/1/2020 21:58,35.99438059,-88.93358327,6,0,0,0,"Gibson, Tennessee, US"
Arizona,US,4/1/2020 21:58,33.80190085,-110.8132779,1,0,0,0,"Gila, Arizona, US"
Tennessee,US,4/1/2020 21:58,35.20222469,-87.03992678,3,0,0,0,"Giles, Tennessee, US"
Texas,US,4/1/2020 21:58,30.31824095,-98.94676915,1,0,0,0,"Gillespie, Texas, US"
Georgia,US,4/1/2020 21:58,34.69316688,-84.45802506,1,0,0,0,"Gilmer, Georgia, US"
Florida,US,4/1/2020 21:58,26.95635849,-81.18996211,3,1,0,0,"Glades, Florida, US"
Michigan,US,4/1/2020 21:58,43.98901072,-84.38774817,2,0,0,0,"Gladwin, Michigan, US"
California,US,4/1/2020 21:58,39.59875897,-122.3938452,2,0,0,0,"Glenn, California, US"
New Jersey,US,4/1/2020 21:58,39.71581067,-75.13995546,149,2,0,0,"Gloucester, New Jersey, US"
Virginia,US,4/1/2020 21:58,37.40809042,-76.53524337,8,0,0,0,"Gloucester, Virginia, US"
Georgia,US,4/1/2020 21:58,31.23279254,-81.53811412,18,0,0,0,"Glynn, Georgia, US"
Michigan,US,4/1/2020 21:58,46.40862701,-89.69377193,2,1,0,0,"Gogebic, Michigan, US"
Texas,US,4/1/2020 21:58,29.45634206,-97.49424032,1,0,0,0,"Gonzales, Texas, US"
Virginia,US,4/1/2020 21:58,37.71714806,-77.90381514,7,0,0,0,"Goochland, Virginia, US"
Minnesota,US,4/1/2020 21:58,44.40849741,-92.7234195,4,0,0,0,"Goodhue, Minnesota, US"
Georgia,US,4/1/2020 21:58,34.50487351,-84.87296253,18,1,0,0,"Gordon, Georgia, US"
Wyoming,US,4/1/2020 21:58,42.08798185,-104.3534743,1,0,0,0,"Goshen, Wyoming, US"
Nebraska,US,4/1/2020 21:58,40.51481965,-99.83020279,1,0,0,0,"Gosper, Nebraska, US"
Kansas,US,4/1/2020 21:58,38.91588178,-100.4829321,1,0,0,0,"Gove, Kansas, US"
Georgia,US,4/1/2020 21:58,30.87454847,-84.23418364,1,0,0,0,"Grady, Georgia, US"
Oklahoma,US,4/1/2020 21:58,35.0167709,-97.88339847,3,0,0,0,"Grady, Oklahoma, US"
New Hampshire,US,4/1/2020 21:58,43.93779815,-71.82057197,34,0,0,0,"Grafton, New Hampshire, US"
Arizona,US,4/1/2020 21:58,32.93166885,-109.8882178,2,0,0,0,"Graham, Arizona, US"
Tennessee,US,4/1/2020 21:58,36.27469206,-83.51254721,3,0,0,0,"Grainger, Tennessee, US"
Colorado,US,4/1/2020 21:58,40.10603347,-106.1178042,4,0,0,0,"Grand, Colorado, US"
Utah,US,4/1/2020 21:58,38.98103848,-109.5704487,1,0,0,0,"Grand, Utah, US"
North Dakota,US,4/1/2020 21:58,47.92093639,-97.45450447,5,0,0,0,"Grand Forks, North Dakota, US"
Michigan,US,4/1/2020 21:58,44.69565625,-85.55585247,8,0,0,0,"Grand Traverse, Michigan, US"
Arkansas,US,4/1/2020 21:58,34.29017991,-92.42320562,3,0,0,0,"Grant, Arkansas, US"
Indiana,US,4/1/2020 21:58,40.51587228,-85.65468702,9,0,0,0,"Grant, Indiana, US"
Kentucky,US,4/1/2020 21:58,38.64962758,-84.62415957,1,0,0,0,"Grant, Kentucky, US"
Louisiana,US,4/1/2020 21:58,31.59882456,-92.56124347,3,0,0,0,"Grant, Louisiana, US"
North Dakota,US,4/1/2020 21:58,46.35821257,-101.6390013,1,0,0,0,"Grant, North Dakota, US"
Oregon,US,4/1/2020 21:58,44.49024544,-119.0068631,1,0,0,0,"Grant, Oregon, US"
Washington,US,4/1/2020 21:58,47.20753737,-119.4500749,63,1,0,0,"Grant, Washington, US"
Wisconsin,US,4/1/2020 21:58,42.8671731,-90.7063218,2,0,0,0,"Grant, Wisconsin, US"
North Carolina,US,4/1/2020 21:58,36.30337451,-78.65184241,16,0,0,0,"Granville, North Carolina, US"
Michigan,US,4/1/2020 21:58,43.29265605,-84.60505416,3,0,0,0,"Gratiot, Michigan, US"
Washington,US,4/1/2020 21:58,47.14003705,-123.7820567,2,0,0,0,"Grays Harbor, Washington, US"
Kentucky,US,4/1/2020 21:58,37.46231118,-86.34248968,2,0,0,0,"Grayson, Kentucky, US"
Texas,US,4/1/2020 21:58,33.62744998,-96.67753461,8,0,0,0,"Grayson, Texas, US"
Wisconsin,US,4/1/2020 21:58,42.6794956,-89.60243287,7,0,0,0,"Green, Wisconsin, US"
West Virginia,US,4/1/2020 21:58,37.9463652,-80.45335881,3,0,0,0,"Greenbrier, West Virginia, US"
Alabama,US,4/1/2020 21:58,32.85504247,-87.95684022,4,0,0,0,"Greene, Alabama, US"
Arkansas,US,4/1/2020 21:58,36.1173546,-90.55832668,1,0,0,0,"Greene, Arkansas, US"
Georgia,US,4/1/2020 21:58,33.5769205,-83.17139104,8,0,0,0,"Greene, Georgia, US"
Indiana,US,4/1/2020 21:58,39.03630547,-86.96223202,3,0,0,0,"Greene, Indiana, US"
Missouri,US,4/1/2020 21:58,37.2575872,-93.34230916,51,6,0,0,"Greene, Missouri, US"
New York,US,4/1/2020 21:58,42.275797,-74.12384884,18,0,0,0,"Greene, New York, US"
North Carolina,US,4/1/2020 21:58,35.48544173,-77.67578087,4,0,0,0,"Greene, North Carolina, US"
Ohio,US,4/1/2020 21:58,39.69116283,-83.89032084,8,1,0,0,"Greene, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,39.85746531,-80.22357106,9,0,0,0,"Greene, Pennsylvania, US"
Tennessee,US,4/1/2020 21:58,36.17470125,-82.84691273,15,0,0,0,"Greene, Tennessee, US"
Virginia,US,4/1/2020 21:58,38.29545894,-78.46525378,1,0,0,0,"Greene, Virginia, US"
Arizona,US,4/1/2020 21:58,33.21498827,-109.2405279,1,0,0,0,"Greenlee, Arizona, US"
Virginia,US,4/1/2020 21:58,36.67878901,-77.56351439,3,0,0,0,"Greensville, Virginia, US"
South Carolina,US,4/1/2020 21:58,34.89502264,-82.37295012,129,1,0,0,"Greenville, South Carolina, US"
South Carolina,US,4/1/2020 21:58,34.15272415,-82.12715789,6,0,0,0,"Greenwood, South Carolina, US"
Oklahoma,US,4/1/2020 21:58,34.93535801,-99.5605612,2,1,0,0,"Greer, Oklahoma, US"
Texas,US,4/1/2020 21:58,32.47940482,-94.81591935,8,0,0,0,"Gregg, Texas, US"
Mississippi,US,4/1/2020 21:58,33.77036166,-89.80245083,3,0,0,0,"Grenada, Mississippi, US"
Texas,US,4/1/2020 21:58,30.54579585,-95.98902499,3,0,0,0,"Grimes, Texas, US"
Illinois,US,4/1/2020 21:58,41.28569601,-88.41905692,4,0,0,0,"Grundy, Illinois, US"
Tennessee,US,4/1/2020 21:58,35.38433717,-85.72142731,6,0,0,0,"Grundy, Tennessee, US"
Texas,US,4/1/2020 21:58,29.58165339,-97.94786822,17,0,0,0,"Guadalupe, Texas, US"
North Carolina,US,4/1/2020 21:58,36.07959451,-79.78824948,55,1,0,0,"Guilford, North Carolina, US"
Florida,US,4/1/2020 21:58,29.93543004,-85.2427099,1,0,0,0,"Gulf, Florida, US"
Colorado,US,4/1/2020 21:58,38.66611652,-107.0320729,82,1,0,0,"Gunnison, Colorado, US"
Iowa,US,4/1/2020 21:58,41.68378965,-94.50111014,1,0,0,0,"Guthrie, Iowa, US"
Georgia,US,4/1/2020 21:58,33.96044201,-84.02137802,250,4,0,0,"Gwinnett, Georgia, US"
Georgia,US,4/1/2020 21:58,34.63331566,-83.53094677,2,0,0,0,"Habersham, Georgia, US"
Alabama,US,4/1/2020 21:58,32.76039258,-87.63284988,1,0,0,0,"Hale, Alabama, US"
Texas,US,4/1/2020 21:58,34.07044901,-101.8268114,1,0,0,0,"Hale, Texas, US"
North Carolina,US,4/1/2020 21:58,36.25669272,-77.6556109,6,0,0,0,"Halifax, North Carolina, US"
Virginia,US,4/1/2020 21:58,36.76654925,-78.93512622,1,0,0,0,"Halifax, Virginia, US"
Georgia,US,4/1/2020 21:58,34.32207823,-83.81896936,69,0,0,0,"Hall, Georgia, US"
Nebraska,US,4/1/2020 21:58,40.87257079,-98.50218293,15,1,0,0,"Hall, Nebraska, US"
Tennessee,US,4/1/2020 21:58,36.21990035,-83.26586179,3,0,0,0,"Hamblen, Tennessee, US"
Indiana,US,4/1/2020 21:58,40.07306535,-86.05244729,179,4,0,0,"Hamilton, Indiana, US"
New York,US,4/1/2020 21:58,43.66146647,-74.49721957,2,0,0,0,"Hamilton, New York, US"
Ohio,US,4/1/2020 21:58,39.19673558,-84.54502924,154,0,0,0,"Hamilton, Ohio, US"
Tennessee,US,4/1/2020 21:58,35.17670231,-85.16652245,50,3,0,0,"Hamilton, Tennessee, US"
South Dakota,US,4/1/2020 21:58,44.67385954,-97.18829593,1,0,0,0,"Hamlin, South Dakota, US"
Massachusetts,US,4/1/2020 21:58,42.13440424,-72.63235561,475,16,0,0,"Hampden, Massachusetts, US"
Massachusetts,US,4/1/2020 21:58,42.33997957,-72.65898478,81,1,0,0,"Hampshire, Massachusetts, US"
Virginia,US,4/1/2020 21:58,37.03513786,-76.35879121,14,1,0,0,"Hampton, Virginia, US"
Indiana,US,4/1/2020 21:58,39.82304555,-85.77566351,33,2,0,0,"Hancock, Indiana, US"
