Date,Country,Confirmed
3/31/2020,Canada,1966
3/4/2020,Canada,20
3/5/2020,Canada,22
3/6/2020,Canada,25
3/7/2020,Canada,28
3/8/2020,Canada,29
3/9/2020,Canada,34
4/1/2020,Canada,2392
1/22/2020,Canada,0
1/23/2020,Canada,0
1/24/2020,Canada,0
1/25/2020,Canada,0
1/26/2020,Canada,0
1/27/2020,Canada,0
1/28/2020,Canada,0
1/29/2020,Canada,0
1/30/2020,Canada,0
1/31/2020,Canada,0
2/1/2020,Canada,0
2/10/2020,Canada,0
2/11/2020,Canada,0
2/12/2020,Canada,0
2/13/2020,Canada,0
2/14/2020,Canada,0
2/15/2020,Canada,0
2/16/2020,Canada,0
2/17/2020,Canada,0
2/18/2020,Canada,0
2/19/2020,Canada,0
2/2/2020,Canada,0
2/20/2020,Canada,0
2/21/2020,Canada,0
2/22/2020,Canada,0
2/23/2020,Canada,0
2/24/2020,Canada,0
2/25/2020,Canada,0
2/26/2020,Canada,0
2/27/2020,Canada,0
2/28/2020,Canada,0
2/29/2020,Canada,0
2/3/2020,Canada,0
2/4/2020,Canada,0
2/5/2020,Canada,0
2/6/2020,Canada,0
2/7/2020,Canada,0
2/8/2020,Canada,0
2/9/2020,Canada,0
3/1/2020,Canada,0
3/10/2020,Canada,0
3/11/2020,Canada,0
3/12/2020,Canada,0
3/13/2020,Canada,0
3/14/2020,Canada,0
3/15/2020,Canada,1
3/16/2020,Canada,1
3/17/2020,Canada,1
3/18/2020,Canada,1
3/19/2020,Canada,2
3/2/2020,Canada,0
3/20/2020,Canada,2
3/21/2020,Canada,2
3/22/2020,Canada,3
3/23/2020,Canada,3
3/24/2020,Canada,3
3/25/2020,Canada,5
3/26/2020,Canada,5
3/27/2020,Canada,9
3/28/2020,Canada,11
3/29/2020,Canada,11
3/3/2020,Canada,0
3/30/2020,Canada,18
3/31/2020,Canada,21
3/4/2020,Canada,0
3/5/2020,Canada,0
3/6/2020,Canada,0
3/7/2020,Canada,0
3/8/2020,Canada,0
3/9/2020,Canada,0
4/1/2020,Canada,21
1/22/2020,Canada,0
1/23/2020,Canada,0
1/24/2020,Canada,0
1/25/2020,Canada,0
1/26/2020,Canada,0
1/27/2020,Canada,0
1/28/2020,Canada,0
1/29/2020,Canada,0
1/30/2020,Canada,0
1/31/2020,Canada,0
2/1/2020,Canada,0
2/10/2020,Canada,0
2/11/2020,Canada,0
2/12/2020,Canada,0
2/13/2020,Canada,0
2/14/2020,Canada,0
2/15/2020,Canada,0
2/16/2020,Canada,0
2/17/2020,Canada,0
2/18/2020,Canada,0
2/19/2020,Canada,0
2/2/2020,Canada,0
2/20/2020,Canada,0
2/21/2020,Canada,0
2/22/2020,Canada,0
2/23/2020,Canada,0
2/24/2020,Canada,0
2/25/2020,Canada,0
2/26/2020,Canada,0
2/27/2020,Canada,0
2/28/2020,Canada,1
2/29/2020,Canada,1
2/3/2020,Canada,0
2/4/2020,Canada,0
2/5/2020,Canada,0
2/6/2020,Canada,0
2/7/2020,Canada,0
2/8/2020,Canada,0
2/9/2020,Canada,0
3/1/2020,Canada,1
3/10/2020,Canada,4
3/11/2020,Canada,8
3/12/2020,Canada,9
3/13/2020,Canada,17
3/14/2020,Canada,17
3/15/2020,Canada,24
3/16/2020,Canada,50
3/17/2020,Canada,74
3/18/2020,Canada,94
3/19/2020,Canada,121
3/2/2020,Canada,1
3/20/2020,Canada,139
3/21/2020,Canada,181
3/22/2020,Canada,219
3/23/2020,Canada,628
3/24/2020,Canada,1013
3/25/2020,Canada,1342
3/26/2020,Canada,1632
3/27/2020,Canada,2024
3/28/2020,Canada,2498
3/29/2020,Canada,2840
3/3/2020,Canada,1
3/30/2020,Canada,3430
3/31/2020,Canada,4162
3/4/2020,Canada,1
3/5/2020,Canada,2
3/6/2020,Canada,2
3/7/2020,Canada,3
3/8/2020,Canada,4
3/9/2020,Canada,4
4/1/2020,Canada,4611
1/22/2020,Canada,0
1/23/2020,Canada,0
1/24/2020,Canada,0
1/25/2020,Canada,0
1/26/2020,Canada,0
1/27/2020,Canada,0
1/28/2020,Canada,0
1/29/2020,Canada,0
1/30/2020,Canada,0
1/31/2020,Canada,0
2/1/2020,Canada,0
2/10/2020,Canada,0
2/11/2020,Canada,0
2/12/2020,Canada,0
2/13/2020,Canada,0
2/14/2020,Canada,0
2/15/2020,Canada,0
2/16/2020,Canada,0
2/17/2020,Canada,0
2/18/2020,Canada,0
2/19/2020,Canada,0
2/2/2020,Canada,0
2/20/2020,Canada,0
2/21/2020,Canada,0
2/22/2020,Canada,0
2/23/2020,Canada,0
2/24/2020,Canada,0
2/25/2020,Canada,0
2/26/2020,Canada,0
2/27/2020,Canada,0
2/28/2020,Canada,0
2/29/2020,Canada,0
2/3/2020,Canada,0
2/4/2020,Canada,0
2/5/2020,Canada,0
2/6/2020,Canada,0
2/7/2020,Canada,0
2/8/2020,Canada,0
2/9/2020,Canada,0
3/1/2020,Canada,0
3/10/2020,Canada,0
3/11/2020,Canada,0
3/12/2020,Canada,0
3/13/2020,Canada,2
3/14/2020,Canada,2
3/15/2020,Canada,2
3/16/2020,Canada,7
3/17/2020,Canada,7
3/18/2020,Canada,8
3/19/2020,Canada,16
3/2/2020,Canada,0
3/20/2020,Canada,20
3/21/2020,Canada,26
3/22/2020,Canada,52
3/23/2020,Canada,66
3/24/2020,Canada,72
3/25/2020,Canada,72
3/26/2020,Canada,95
3/27/2020,Canada,95
3/28/2020,Canada,134
3/29/2020,Canada,156
3/3/2020,Canada,0
3/30/2020,Canada,156
3/31/2020,Canada,184
3/4/2020,Canada,0
3/5/2020,Canada,0
3/6/2020,Canada,0
3/7/2020,Canada,0
3/8/2020,Canada,0
3/9/2020,Canada,0
4/1/2020,Canada,193
1/22/2020,Central African Republic,0
1/23/2020,Central African Republic,0
1/24/2020,Central African Republic,0
1/25/2020,Central African Republic,0
1/26/2020,Central African Republic,0
1/27/2020,Central African Republic,0
1/28/2020,Central African Republic,0
1/29/2020,Central African Republic,0
1/30/2020,Central African Republic,0
1/31/2020,Central African Republic,0
2/1/2020,Central African Republic,0
2/10/2020,Central African Republic,0
2/11/2020,Central African Republic,0
2/12/2020,Central African Republic,0
2/13/2020,Central African Republic,0
2/14/2020,Central African Republic,0
2/15/2020,Central African Republic,0
2/16/2020,Central African Republic,0
2/17/2020,Central African Republic,0
2/18/2020,Central African Republic,0
2/19/2020,Central African Republic,0
2/2/2020,Central African Republic,0
2/20/2020,Central African Republic,0
2/21/2020,Central African Republic,0
2/22/2020,Central African Republic,0
2/23/2020,Central African Republic,0
2/24/2020,Central African Republic,0
2/25/2020,Central African Republic,0
2/26/2020,Central African Republic,0
2/27/2020,Central African Republic,0
2/28/2020,Central African Republic,0
2/29/2020,Central African Republic,0
2/3/2020,Central African Republic,0
2/4/2020,Central African Republic,0
2/5/2020,Central African Republic,0
2/6/2020,Central African Republic,0
2/7/2020,Central African Republic,0
2/8/2020,Central African Republic,0
2/9/2020,Central African Republic,0
3/1/2020,Central African Republic,0
3/10/2020,Central African Republic,0
3/11/2020,Central African Republic,0
3/12/2020,Central African Republic,0
3/13/2020,Central African Republic,0
3/14/2020,Central African Republic,0
3/15/2020,Central African Republic,1
3/16/2020,Central African Republic,1
3/17/2020,Central African Republic,1
3/18/2020,Central African Republic,1
3/19/2020,Central African Republic,1
3/2/2020,Central African Republic,0
3/20/2020,Central African Republic,3
3/21/2020,Central African Republic,3
3/22/2020,Central African Republic,3
3/23/2020,Central African Republic,3
3/24/2020,Central African Republic,3
3/25/2020,Central African Republic,3
3/26/2020,Central African Republic,3
3/27/2020,Central African Republic,3
3/28/2020,Central African Republic,3
3/29/2020,Central African Republic,3
3/3/2020,Central African Republic,0
3/30/2020,Central African Republic,3
3/31/2020,Central African Republic,3
3/4/2020,Central African Republic,0
3/5/2020,Central African Republic,0
3/6/2020,Central African Republic,0
3/7/2020,Central African Republic,0
3/8/2020,Central African Republic,0
3/9/2020,Central African Republic,0
4/1/2020,Central African Republic,3
1/22/2020,Chad,0
1/23/2020,Chad,0
1/24/2020,Chad,0
1/25/2020,Chad,0
1/26/2020,Chad,0
1/27/2020,Chad,0
1/28/2020,Chad,0
1/29/2020,Chad,0
1/30/2020,Chad,0
1/31/2020,Chad,0
2/1/2020,Chad,0
2/10/2020,Chad,0
2/11/2020,Chad,0
2/12/2020,Chad,0
2/13/2020,Chad,0
2/14/2020,Chad,0
2/15/2020,Chad,0
2/16/2020,Chad,0
2/17/2020,Chad,0
2/18/2020,Chad,0
2/19/2020,Chad,0
2/2/2020,Chad,0
2/20/2020,Chad,0
2/21/2020,Chad,0
2/22/2020,Chad,0
2/23/2020,Chad,0
2/24/2020,Chad,0
2/25/2020,Chad,0
2/26/2020,Chad,0
2/27/2020,Chad,0
2/28/2020,Chad,0
2/29/2020,Chad,0
2/3/2020,Chad,0
2/4/2020,Chad,0
2/5/2020,Chad,0
2/6/2020,Chad,0
2/7/2020,Chad,0
2/8/2020,Chad,0
2/9/2020,Chad,0
3/1/2020,Chad,0
3/10/2020,Chad,0
3/11/2020,Chad,0
3/12/2020,Chad,0
3/13/2020,Chad,0
3/14/2020,Chad,0
3/15/2020,Chad,0
3/16/2020,Chad,0
3/17/2020,Chad,0
3/18/2020,Chad,0
3/19/2020,Chad,1
3/2/2020,Chad,0
3/20/2020,Chad,1
3/21/2020,Chad,1
3/22/2020,Chad,1
3/23/2020,Chad,1
3/24/2020,Chad,3
3/25/2020,Chad,3
3/26/2020,Chad,3
3/27/2020,Chad,3
3/28/2020,Chad,3
3/29/2020,Chad,3
3/3/2020,Chad,0
3/30/2020,Chad,5
3/31/2020,Chad,7
3/4/2020,Chad,0
3/5/2020,Chad,0
3/6/2020,Chad,0
3/7/2020,Chad,0
3/8/2020,Chad,0
3/9/2020,Chad,0
4/1/2020,Chad,7
1/22/2020,Chile,0
1/23/2020,Chile,0
1/24/2020,Chile,0
1/25/2020,Chile,0
1/26/2020,Chile,0
1/27/2020,Chile,0
1/28/2020,Chile,0
1/29/2020,Chile,0
1/30/2020,Chile,0
1/31/2020,Chile,0
2/1/2020,Chile,0
2/10/2020,Chile,0
2/11/2020,Chile,0
2/12/2020,Chile,0
2/13/2020,Chile,0
2/14/2020,Chile,0
2/15/2020,Chile,0
2/16/2020,Chile,0
2/17/2020,Chile,0
2/18/2020,Chile,0
2/19/2020,Chile,0
2/2/2020,Chile,0
2/20/2020,Chile,0
2/21/2020,Chile,0
2/22/2020,Chile,0
2/23/2020,Chile,0
2/24/2020,Chile,0
2/25/2020,Chile,0
2/26/2020,Chile,0
2/27/2020,Chile,0
2/28/2020,Chile,0
2/29/2020,Chile,0
2/3/2020,Chile,0
2/4/2020,Chile,0
2/5/2020,Chile,0
2/6/2020,Chile,0
2/7/2020,Chile,0
2/8/2020,Chile,0
2/9/2020,Chile,0
3/1/2020,Chile,0
3/10/2020,Chile,13
3/11/2020,Chile,23
3/12/2020,Chile,23
3/13/2020,Chile,43
3/14/2020,Chile,61
3/15/2020,Chile,74
3/16/2020,Chile,155
3/17/2020,Chile,201
3/18/2020,Chile,238
3/19/2020,Chile,238
3/2/2020,Chile,0
3/20/2020,Chile,434
3/21/2020,Chile,537
3/22/2020,Chile,632
3/23/2020,Chile,746
3/24/2020,Chile,922
3/25/2020,Chile,1142
3/26/2020,Chile,1306
3/27/2020,Chile,1610
3/28/2020,Chile,1909
3/29/2020,Chile,2139
3/3/2020,Chile,1
3/30/2020,Chile,2449
3/31/2020,Chile,2738
3/4/2020,Chile,1
3/5/2020,Chile,4
3/6/2020,Chile,4
3/7/2020,Chile,4
3/8/2020,Chile,8
3/9/2020,Chile,8
4/1/2020,Chile,3031
1/22/2020,China,1
1/23/2020,China,9
1/24/2020,China,15
1/25/2020,China,39
1/26/2020,China,60
1/27/2020,China,70
1/28/2020,China,106
1/29/2020,China,152
1/30/2020,China,200
1/31/2020,China,237
2/1/2020,China,297
2/10/2020,China,830
2/11/2020,China,860
2/12/2020,China,889
2/13/2020,China,910
2/14/2020,China,934
2/15/2020,China,950
2/16/2020,China,962
2/17/2020,China,973
2/18/2020,China,982
2/19/2020,China,986
2/2/2020,China,340
2/20/2020,China,987
2/21/2020,China,988
2/22/2020,China,989
2/23/2020,China,989
2/24/2020,China,989
2/25/2020,China,989
2/26/2020,China,989
2/27/2020,China,989
2/28/2020,China,990
2/29/2020,China,990
2/3/2020,China,408
2/4/2020,China,480
2/5/2020,China,530
2/6/2020,China,591
2/7/2020,China,665
2/8/2020,China,733
2/9/2020,China,779
3/1/2020,China,990
3/10/2020,China,990
3/11/2020,China,990
3/12/2020,China,990
3/13/2020,China,990
3/14/2020,China,990
3/15/2020,China,990
3/16/2020,China,990
3/17/2020,China,990
3/18/2020,China,990
3/19/2020,China,990
3/2/2020,China,990
3/20/2020,China,990
3/21/2020,China,990
3/22/2020,China,990
3/23/2020,China,990
3/24/2020,China,990
3/25/2020,China,990
3/26/2020,China,990
3/27/2020,China,990
3/28/2020,China,990
3/29/2020,China,990
3/3/2020,China,990
3/30/2020,China,990
3/31/2020,China,990
3/4/2020,China,990
3/5/2020,China,990
3/6/2020,China,990
3/7/2020,China,990
3/8/2020,China,990
3/9/2020,China,990
4/1/2020,China,990
1/22/2020,China,14
1/23/2020,China,22
1/24/2020,China,36
1/25/2020,China,41
1/26/2020,China,68
1/27/2020,China,80
1/28/2020,China,91
1/29/2020,China,111
1/30/2020,China,114
1/31/2020,China,139
2/1/2020,China,168
2/10/2020,China,337
2/11/2020,China,342
2/12/2020,China,352
2/13/2020,China,366
2/14/2020,China,372
2/15/2020,China,375
2/16/2020,China,380
2/17/2020,China,381
2/18/2020,China,387
2/19/2020,China,393
2/2/2020,China,191
2/20/2020,China,395
2/21/2020,China,396
2/22/2020,China,399
2/23/2020,China,399
2/24/2020,China,399
2/25/2020,China,400
2/26/2020,China,400
2/27/2020,China,410
2/28/2020,China,410
2/29/2020,China,411
2/3/2020,China,212
2/4/2020,China,228
2/5/2020,China,253
2/6/2020,China,274
2/7/2020,China,297
2/8/2020,China,315
2/9/2020,China,326
3/1/2020,China,413
3/10/2020,China,429
3/11/2020,China,435
3/12/2020,China,435
3/13/2020,China,436
3/14/2020,China,437
3/15/2020,China,442
3/16/2020,China,452
3/17/2020,China,456
3/18/2020,China,469
3/19/2020,China,480
3/2/2020,China,414
3/20/2020,China,491
3/21/2020,China,504
3/22/2020,China,522
3/23/2020,China,537
3/24/2020,China,558
3/25/2020,China,561
3/26/2020,China,566
3/27/2020,China,569
3/28/2020,China,573
3/29/2020,China,577
3/3/2020,China,414
3/30/2020,China,577
3/31/2020,China,580
3/4/2020,China,418
3/5/2020,China,418
3/6/2020,China,422
3/7/2020,China,426
3/8/2020,China,428
3/9/2020,China,428
4/1/2020,China,580
1/22/2020,China,6
1/23/2020,China,9
1/24/2020,China,27
1/25/2020,China,57
1/26/2020,China,75
1/27/2020,China,110
1/28/2020,China,132
1/29/2020,China,147
1/30/2020,China,182
1/31/2020,China,211
2/1/2020,China,247
2/10/2020,China,486
2/11/2020,China,505
2/12/2020,China,518
2/13/2020,China,529
2/14/2020,China,537
2/15/2020,China,544
2/16/2020,China,551
2/17/2020,China,553
2/18/2020,China,555
2/19/2020,China,560
2/2/2020,China,300
2/20/2020,China,567
2/21/2020,China,572
2/22/2020,China,573
2/23/2020,China,575
2/24/2020,China,576
2/25/2020,China,576
2/26/2020,China,576
2/27/2020,China,576
2/28/2020,China,576
2/29/2020,China,576
2/3/2020,China,337
2/4/2020,China,366
2/5/2020,China,389
2/6/2020,China,411
2/7/2020,China,426
2/8/2020,China,428
2/9/2020,China,468
3/1/2020,China,576
3/10/2020,China,576
3/11/2020,China,576
3/12/2020,China,576
3/13/2020,China,576
3/14/2020,China,576
3/15/2020,China,576
3/16/2020,China,576
3/17/2020,China,576
3/18/2020,China,576
3/19/2020,China,576
3/2/2020,China,576
3/20/2020,China,576
3/21/2020,China,576
3/22/2020,China,577
3/23/2020,China,578
3/24/2020,China,578
3/25/2020,China,578
3/26/2020,China,578
3/27/2020,China,578
3/28/2020,China,578
3/29/2020,China,579
3/3/2020,China,576
3/30/2020,China,579
3/31/2020,China,579
3/4/2020,China,576
3/5/2020,China,576
3/6/2020,China,576
3/7/2020,China,576
3/8/2020,China,576
3/9/2020,China,576
4/1/2020,China,579
1/22/2020,China,1
1/23/2020,China,5
1/24/2020,China,10
1/25/2020,China,18
1/26/2020,China,35
1/27/2020,China,59
1/28/2020,China,80
1/29/2020,China,84
1/30/2020,China,101
1/31/2020,China,120
2/1/2020,China,144
2/10/2020,China,261
2/11/2020,China,267
2/12/2020,China,272
2/13/2020,China,279
2/14/2020,China,281
2/15/2020,China,285
2/16/2020,China,287
2/17/2020,China,290
2/18/2020,China,292
2/19/2020,China,293
2/2/2020,China,159
2/20/2020,China,293
2/21/2020,China,293
2/22/2020,China,293
2/23/2020,China,293
2/24/2020,China,293
2/25/2020,China,294
2/26/2020,China,294
2/27/2020,China,296
2/28/2020,China,296
2/29/2020,China,296
2/3/2020,China,179
2/4/2020,China,194
2/5/2020,China,205
2/6/2020,China,215
2/7/2020,China,224
2/8/2020,China,239
2/9/2020,China,250
3/1/2020,China,296
3/10/2020,China,296
3/11/2020,China,296
3/12/2020,China,296
3/13/2020,China,296
3/14/2020,China,296
3/15/2020,China,296
3/16/2020,China,296
3/17/2020,China,296
3/18/2020,China,296
3/19/2020,China,296
3/2/2020,China,296
3/20/2020,China,299
3/21/2020,China,303
3/22/2020,China,313
3/23/2020,China,313
3/24/2020,China,318
3/25/2020,China,322
3/26/2020,China,328
3/27/2020,China,331
3/28/2020,China,337
3/29/2020,China,338
3/3/2020,China,296
3/30/2020,China,340
3/31/2020,China,343
3/4/2020,China,296
3/5/2020,China,296
3/6/2020,China,296
3/7/2020,China,296
3/8/2020,China,296
3/9/2020,China,296
4/1/2020,China,345
1/22/2020,China,0
1/23/2020,China,2
1/24/2020,China,2
1/25/2020,China,4
1/26/2020,China,7
1/27/2020,China,14
1/28/2020,China,19
1/29/2020,China,24
1/30/2020,China,26
1/31/2020,China,29
2/1/2020,China,40
2/10/2020,China,83
2/11/2020,China,86
2/12/2020,China,87
2/13/2020,China,90
2/14/2020,China,90
2/15/2020,China,90
2/16/2020,China,90
2/17/2020,China,91
2/18/2020,China,91
2/19/2020,China,91
2/2/2020,China,51
2/20/2020,China,91
2/21/2020,China,91
2/22/2020,China,91
2/23/2020,China,91
2/24/2020,China,91
2/25/2020,China,91
2/26/2020,China,91
2/27/2020,China,91
2/28/2020,China,91
2/29/2020,China,91
2/3/2020,China,55
2/4/2020,China,57
2/5/2020,China,62
2/6/2020,China,62
2/7/2020,China,67
2/8/2020,China,79
2/9/2020,China,83
3/1/2020,China,91
3/10/2020,China,125
3/11/2020,China,127
3/12/2020,China,127
3/13/2020,China,127
3/14/2020,China,129
3/15/2020,China,133
3/16/2020,China,133
3/17/2020,China,133
3/18/2020,China,133
3/19/2020,China,134
3/2/2020,China,91
3/20/2020,China,134
3/21/2020,China,134
3/22/2020,China,136
3/23/2020,China,136
3/24/2020,China,136
3/25/2020,China,136
3/26/2020,China,136
3/27/2020,China,136
3/28/2020,China,136
3/29/2020,China,138
3/3/2020,China,91
3/30/2020,China,138
3/31/2020,China,138
3/4/2020,China,91
3/5/2020,China,102
3/6/2020,China,119
3/7/2020,China,120
3/8/2020,China,124
3/9/2020,China,124
4/1/2020,China,138
1/22/2020,China,26
1/23/2020,China,32
1/24/2020,China,53
1/25/2020,China,78
1/26/2020,China,111
1/27/2020,China,151
1/28/2020,China,207
1/29/2020,China,277
1/30/2020,China,354
1/31/2020,China,436
2/1/2020,China,535
2/10/2020,China,1159
2/11/2020,China,1177
2/12/2020,China,1219
2/13/2020,China,1241
2/14/2020,China,1261
2/15/2020,China,1294
2/16/2020,China,1316
2/17/2020,China,1322
2/18/2020,China,1328
2/19/2020,China,1331
2/2/2020,China,632
2/20/2020,China,1332
2/21/2020,China,1333
2/22/2020,China,1339
2/23/2020,China,1342
2/24/2020,China,1345
2/25/2020,China,1347
2/26/2020,China,1347
2/27/2020,China,1347
2/28/2020,China,1348
2/29/2020,China,1349
2/3/2020,China,725
2/4/2020,China,813
2/5/2020,China,895
2/6/2020,China,970
2/7/2020,China,1034
2/8/2020,China,1095
2/9/2020,China,1131
3/1/2020,China,1349
3/10/2020,China,1353
3/11/2020,China,1356
3/12/2020,China,1356
3/13/2020,China,1356
3/14/2020,China,1356
3/15/2020,China,1360
3/16/2020,China,1361
3/17/2020,China,1364
3/18/2020,China,1370
3/19/2020,China,1378
3/2/2020,China,1350
3/20/2020,China,1395
3/21/2020,China,1400
3/22/2020,China,1413
3/23/2020,China,1415
3/24/2020,China,1428
3/25/2020,China,1433
3/26/2020,China,1448
3/27/2020,China,1456
3/28/2020,China,1467
3/29/2020,China,1475
3/3/2020,China,1350
3/30/2020,China,1484
3/31/2020,China,1494
3/4/2020,China,1350
3/5/2020,China,1351
3/6/2020,China,1352
3/7/2020,China,1352
3/8/2020,China,1352
3/9/2020,China,1352
4/1/2020,China,1501
1/22/2020,China,2
1/23/2020,China,5
1/24/2020,China,23
1/25/2020,China,23
1/26/2020,China,36
1/27/2020,China,46
1/28/2020,China,51
1/29/2020,China,58
1/30/2020,China,78
1/31/2020,China,87
2/1/2020,China,100
2/10/2020,China,210
2/11/2020,China,215
2/12/2020,China,222
2/13/2020,China,222
2/14/2020,China,226
2/15/2020,China,235
2/16/2020,China,237
2/17/2020,China,238
2/18/2020,China,242
2/19/2020,China,244
2/2/2020,China,111
2/20/2020,China,245
2/21/2020,China,246
2/22/2020,China,249
2/23/2020,China,249
2/24/2020,China,251
2/25/2020,China,252
2/26/2020,China,252
2/27/2020,China,252
2/28/2020,China,252
2/29/2020,China,252
2/3/2020,China,127
2/4/2020,China,139
2/5/2020,China,150
2/6/2020,China,168
2/7/2020,China,172
2/8/2020,China,183
2/9/2020,China,195
3/1/2020,China,252
3/10/2020,China,252
3/11/2020,China,252
3/12/2020,China,252
3/13/2020,China,252
3/14/2020,China,252
3/15/2020,China,252
3/16/2020,China,252
3/17/2020,China,253
3/18/2020,China,253
3/19/2020,China,253
3/2/2020,China,252
3/20/2020,China,254
3/21/2020,China,254
3/22/2020,China,254
3/23/2020,China,254
3/24/2020,China,254
3/25/2020,China,254
3/26/2020,China,254
3/27/2020,China,254
3/28/2020,China,254
3/29/2020,China,254
3/3/2020,China,252
3/30/2020,China,254
3/31/2020,China,254
3/4/2020,China,252
3/5/2020,China,252
3/6/2020,China,252
3/7/2020,China,252
3/8/2020,China,252
3/9/2020,China,252
4/1/2020,China,254
1/22/2020,China,1
1/23/2020,China,3
1/24/2020,China,3
1/25/2020,China,4
1/26/2020,China,5
1/27/2020,China,7
1/28/2020,China,9
1/29/2020,China,9
1/30/2020,China,12
1/31/2020,China,29
2/1/2020,China,29
2/10/2020,China,109
2/11/2020,China,127
2/12/2020,China,133
2/13/2020,China,135
2/14/2020,China,140
2/15/2020,China,143
2/16/2020,China,144
2/17/2020,China,146
2/18/2020,China,146
2/19/2020,China,146
2/2/2020,China,38
2/20/2020,China,146
2/21/2020,China,146
2/22/2020,China,146
2/23/2020,China,146
2/24/2020,China,146
2/25/2020,China,146
2/26/2020,China,146
2/27/2020,China,146
2/28/2020,China,146
2/29/2020,China,146
2/3/2020,China,46
2/4/2020,China,58
2/5/2020,China,64
2/6/2020,China,71
2/7/2020,China,81
2/8/2020,China,89
2/9/2020,China,99
3/1/2020,China,146
3/10/2020,China,146
3/11/2020,China,146
3/12/2020,China,146
3/13/2020,China,146
3/14/2020,China,146
3/15/2020,China,146
3/16/2020,China,146
3/17/2020,China,147
3/18/2020,China,146
3/19/2020,China,146
3/2/2020,China,146
3/20/2020,China,146
3/21/2020,China,146
3/22/2020,China,146
3/23/2020,China,146
3/24/2020,China,146
3/25/2020,China,146
3/26/2020,China,146
3/27/2020,China,146
3/28/2020,China,146
3/29/2020,China,146
3/3/2020,China,146
3/30/2020,China,146
3/31/2020,China,146
3/4/2020,China,146
3/5/2020,China,146
3/6/2020,China,146
3/7/2020,China,146
3/8/2020,China,146
3/9/2020,China,146
4/1/2020,China,146
1/22/2020,China,4
1/23/2020,China,5
1/24/2020,China,8
1/25/2020,China,19
1/26/2020,China,22
1/27/2020,China,33
1/28/2020,China,40
1/29/2020,China,43
1/30/2020,China,46
1/31/2020,China,52
2/1/2020,China,62
2/10/2020,China,138
2/11/2020,China,144
2/12/2020,China,157
2/13/2020,China,157
2/14/2020,China,159
2/15/2020,China,162
2/16/2020,China,162
2/17/2020,China,163
2/18/2020,China,163
2/19/2020,China,168
2/2/2020,China,64
2/20/2020,China,168
2/21/2020,China,168
2/22/2020,China,168
2/23/2020,China,168
2/24/2020,China,168
2/25/2020,China,168
2/26/2020,China,168
2/27/2020,China,168
2/28/2020,China,168
2/29/2020,China,168
2/3/2020,China,72
2/4/2020,China,80
2/5/2020,China,99
2/6/2020,China,106
2/7/2020,China,117
2/8/2020,China,124
2/9/2020,China,131
3/1/2020,China,168
3/10/2020,China,168
3/11/2020,China,168
3/12/2020,China,168
3/13/2020,China,168
3/14/2020,China,168
3/15/2020,China,168
3/16/2020,China,168
3/17/2020,China,168
3/18/2020,China,168
3/19/2020,China,168
3/2/2020,China,168
3/20/2020,China,168
3/21/2020,China,168
3/22/2020,China,168
3/23/2020,China,168
3/24/2020,China,168
3/25/2020,China,168
3/26/2020,China,168
3/27/2020,China,168
3/28/2020,China,168
3/29/2020,China,168
3/3/2020,China,168
3/30/2020,China,168
3/31/2020,China,168
3/4/2020,China,168
3/5/2020,China,168
3/6/2020,China,168
3/7/2020,China,168
3/8/2020,China,168
3/9/2020,China,168
4/1/2020,China,168
1/22/2020,China,1
1/23/2020,China,1
1/24/2020,China,2
1/25/2020,China,8
1/26/2020,China,13
1/27/2020,China,18
1/28/2020,China,33
1/29/2020,China,48
1/30/2020,China,65
1/31/2020,China,82
2/1/2020,China,96
2/10/2020,China,218
2/11/2020,China,239
2/12/2020,China,251
2/13/2020,China,265
2/14/2020,China,283
2/15/2020,China,291
2/16/2020,China,300
2/17/2020,China,301
2/18/2020,China,306
2/19/2020,China,306
2/2/2020,China,104
2/20/2020,China,307
2/21/2020,China,308
2/22/2020,China,309
2/23/2020,China,311
2/24/2020,China,311
2/25/2020,China,311
2/26/2020,China,312
2/27/2020,China,317
2/28/2020,China,318
2/29/2020,China,318
2/3/2020,China,113
2/4/2020,China,126
2/5/2020,China,135
2/6/2020,China,157
2/7/2020,China,172
2/8/2020,China,195
2/9/2020,China,206
3/1/2020,China,318
3/10/2020,China,318
3/11/2020,China,318
3/12/2020,China,318
3/13/2020,China,318
3/14/2020,China,318
3/15/2020,China,318
3/16/2020,China,318
3/17/2020,China,318
3/18/2020,China,318
3/19/2020,China,318
3/2/2020,China,318
3/20/2020,China,318
3/21/2020,China,318
3/22/2020,China,319
3/23/2020,China,319
3/24/2020,China,319
3/25/2020,China,319
3/26/2020,China,319
3/27/2020,China,319
3/28/2020,China,319
3/29/2020,China,319
3/3/2020,China,318
3/30/2020,China,321
3/31/2020,China,321
3/4/2020,China,318
3/5/2020,China,318
3/6/2020,China,318
3/7/2020,China,318
3/8/2020,China,318
3/9/2020,China,318
4/1/2020,China,323
1/22/2020,China,0
1/23/2020,China,2
1/24/2020,China,4
1/25/2020,China,9
1/26/2020,China,15
1/27/2020,China,21
1/28/2020,China,33
1/29/2020,China,38
1/30/2020,China,44
1/31/2020,China,59
2/1/2020,China,80
2/10/2020,China,331
2/11/2020,China,360
2/12/2020,China,378
2/13/2020,China,395
2/14/2020,China,419
2/15/2020,China,425
2/16/2020,China,445
2/17/2020,China,457
2/18/2020,China,464
2/19/2020,China,470
2/2/2020,China,95
